id,nombre,latitud,longitud,direccion,tipo_plaza,plaza_numero,plaza_longitud
PLAZ-TAXI-1124,PT-54 PLAZA MAYOR,36.6560148441528,-4.4786137922523,Calle Alfonso Ponce de León,taxi,7,
PLAZ-TAXI-1101,PT-33 LOS PRADOS,36.699039661126506,-4.474333098926974,Camino de los Prados,taxi,3,
PLAZ-TAXI-1072,PT-106 HOTEL IBIS VELAZQUEZ,36.690919977748806,-4.460914344189092,Calle Horacio Quiroga,taxi,4,
PLAZ-TAXI-1139,PT-68 HOTEL HILTON,36.689128353181694,-4.459794884736686,Avenida de Velázquez,taxi,4,
PLAZ-TAXI-1093,PT-25 CASTELAO,36.69209978874941,-4.486104423563394,Calle Castelao,taxi,7,
PLAZ-TAXI-1140,PT-69 BOLSA AEROPUERTO,36.67544230768249,-4.4876804644173145,Avenida del Comandante García Morato,taxi,150,
PLAZ-TAXI-1169,"PT-99 CISTER, (NOCTURNA)",36.720769347594675,-4.4191799727777115,Calle Císter,taxi,20,
PLAZ-TAXI-1079,PT-12 BARBARELA,36.7123328563332,-4.44639980966958,Avenida de Juan Xxiii,taxi,6,
PLAZ-TAXI-1087,PT-2 CAFARENA,36.71798465744759,-4.422660805707601,Alameda Principal,taxi,9,
PLAZ-TAXI-1146,PT-75 CARREFOUR ALAMEDA,36.7157743212075,-4.4570055328582905,Calle de Saint-exupéry,taxi,3,
PLAZ-TAXI-1085,PT-18 AVD. SAN SEBASTIAN,36.72301274451182,-4.436015463875342,Avenida de San Sebastián,taxi,10,
PLAZ-TAXI-1113,PT-44 MAESTRANZA,36.71986069017247,-4.411427282678517,Calle Maestranza,taxi,15,
PLAZ-TAXI-1158,PT-87 QUIRÓN,36.68414117484968,-4.458006159508425,Avenida Imperio Argentina,taxi,13,
PLAZ-TAXI-1147,PT-76 PRICA LOS PATIOS,36.685332984775336,-4.457679881255018,Calle Villanueva del Rosario,taxi,3,
PLAZ-TAXI-1083,PT-16 PARQUE DEL SUR,36.73812077497646,-4.421361553958279,Avenida de Nuestra Señora de las Guías,taxi,3,
PLAZ-TAXI-1161,PT-90 AEROPUERTO MALAGA T3 SALIDA,36.67373182923953,-4.485681051457468,Avenida del Comandante García Morato,taxi,16,
PLAZ-TAXI-1123,PT-53 AEROPUERTO MALAGA T2 (NIVEL 7),36.67479678787694,-4.487518618719363,Avenida del Comandante García Morato,taxi,12,
PLAZ-TAXI-1109,PT-40 JULIO GOMEZ,36.72002317257982,-4.3533395120984615,Calle Julio Gómez,taxi,4,
PLAZ-TAXI-80142,PT-100 MARTIRICOS,36.730939225555765,-4.426754934692054,Paseo Martiricos,taxi,5,
PLAZ-TAXI-1081,PT-14 ROSALEDA,36.73377241007354,-4.4325476894698275,Avenida de Luis Buñuel,taxi,9,
PLAZ-TAXI-1074,PT-108 SOLIVA,36.72297297186576,-4.493104515838357,Avenida Escritor Antonio Soler,taxi,5,
PLAZ-TAXI-1152,PT-80 DUQUE DE LA VICTORIA,36.721457254433474,-4.419950830426771,Calle Duque de la Victoria,taxi,8,
PLAZ-TAXI-1108,PT-4 HOSPITAL CIVIL,36.72860264671134,-4.431858184573055,Avenida del Arroyo de los Ángeles,taxi,4,
PLAZ-TAXI-1082,PT-15 MANUEL AGUSTIN HEREDIA,36.715958274084215,-4.421542818002908,Avenida de Manuel Agustín Heredia,taxi,7,
PLAZ-TAXI-1168,PT-98 PACIFICO (HOTEL VINCCI),36.69240868308625,-4.441745187418143,Calle Pacífico,taxi,7,
PLAZ-TAXI-1119,PT-5 MATERNO INFANTIL,36.72915342147936,-4.4323489635531725,Avenida del Arroyo de los Ángeles,taxi,11,
PLAZ-TAXI-1167,PT-97 HOTEL MÁLAGA CENTRO,36.721745167652486,-4.42655798342754,Calle Mármoles,taxi,4,
PLAZ-TAXI-1141,PT-7 CARLINDA,36.73110963544525,-4.4473659760049875,Avenida de Pedro Salinas,taxi,3,
PLAZ-TAXI-1118,PT-49 MALAGA PALACIO,36.71896430512406,-4.419464178050444,Calle Cortina del Muelle,taxi,20,
PLAZ-TAXI-1160,PT-9 EL PALO,36.72095442137252,-4.36129334741192,Avenida de la Estación de el Palo,taxi,11,
PLAZ-TAXI-14698,PT-124 AV. PLUTARCO,36.72147636859636,-4.4775911477152,Avenida de Plutarco,taxi,3,
PLAZ-TAXI-1153,PT-81 CHARE,36.71247128922246,-4.424885483209813,Avenida de Manuel Agustín Heredia,taxi,8,
PLAZ-TAXI-1127,PT-57 CRUZ HUMILLADERO,36.71196486007542,-4.440416721974503,Plaza Cruz de Humilladero,taxi,12,
PLAZ-TAXI-1111,PT-42 PUERTO DE LA TORRE,36.738254840941565,-4.481036764283798,Avenida de Andersen,taxi,6,
PLAZ-TAXI-1106,PT-38 INTERIOR CLINICO,36.71413929164922,-4.4733956007615046,Calle de Jiménez Fraud,taxi,7,
PLAZ-TAXI-1105,PT-37 EXTERIOR CLINICO,36.71565140802629,-4.474798708090777,Calle de Jiménez Fraud,taxi,15,
PLAZ-TAXI-1138,PT-67 PALACIO DE FERIAS Y CONGRESOS,36.7081506825703,-4.458220438267522,Avenida de José Ortega y Gasset,taxi,15,
PLAZ-TAXI-1092,PT-24 ATARAZANAS,36.7181185935741,-4.423822114052996,Calle Atarazanas,taxi,7,
PLAZ-TAXI-1121,PT-51 CARLOS HAYA URGENCIA,36.7227071859314,-4.4504699548349205,Avenida Carlos de Haya,taxi,4,
PLAZ-TAXI-1067,PT-10 ISAAC PERAL,36.6978256247969,-4.455692092758555,Avenida de Isaac Peral,taxi,10,
PLAZ-TAXI-1076,PT-11 AVD. JOSE ORTEGA Y GASSET,36.710099808969815,-4.452199634302377,Avenida de José Ortega y Gasset,taxi,7,
PLAZ-TAXI-1095,PT-27 PORTADA ALTA,36.71659674355281,-4.451150827062266,Calle Corregidor Nicolás Isidro,taxi,8,
PLAZ-TAXI-79863,PT-120 LEROY MERLIN,36.6682905691344,-4.468886559762447,Calle Puerto Rico,taxi,5,
PLAZ-TAXI-1071,PT-105 NAVARRO LEDESMA,36.72434349438342,-4.476467866818123,Calle Navarro Ledesma,taxi,3,
PLAZ-TAXI-1078,PT-111 CLINICA EL ÁNGEL,36.715094587881566,-4.452809144540845,Calle Corregidor Nicolás Isidro,taxi,2,
PLAZ-TAXI-14625,PT-125 JOSÉ ITURBI,36.72568602630397,-4.442748518726634,Calle de José Iturbi,taxi,4,
PLAZ-TAXI-1157,PT-86 SAGRADA FAMILIA,36.74483827144567,-4.423225874219248,Calle Cronista Madrid Muñoz,taxi,4,
PLAZ-TAXI-1125,PT-55 MARTIN CARPENA,36.682146428928604,-4.459570396774323,Calle Miguel de Mérida Nicolich,taxi,12,
PLAZ-TAXI-1070,PT-104 PUERTO ENTRADA PRINCIPAL,36.71763063560738,-4.419091750352995,Paseo de los Curas,taxi,6,
PLAZ-TAXI-1130,PT-6 LARIOS,36.71617476878998,-4.431565745506659,Avenida de la Aurora,taxi,10,
PLAZ-TAXI-1133,PT-62 PLAZA LA VICTORIA,36.72689750220841,-4.4146083021656315,Plaza de la Victoria,taxi,8,
PLAZ-TAXI-1066,PT-1 OLLETAS,36.73294804679829,-4.4161852454808574,Alameda de Capuchinos,taxi,9,
PLAZ-TAXI-1088,PT-20 HIPERCOR,36.709889251144986,-4.459694911925405,Calle Hamlet,taxi,4,
PLAZ-TAXI-14346,PT-115,36.72429406912992,-4.420825414515888,Calle Carretería,taxi,5,
PLAZ-TAXI-1107,PT-39 CORTIJO DE TORRES,36.70506972917128,-4.454714847567558,Calle Juan Gris,taxi,3,
PLAZ-TAXI-1159,PT-89 JEFATURA DE TRAFICO,36.70721861257441,-4.464899641268164,Calle Max Estrella,taxi,6,
PLAZ-TAXI-14345,PT-114,36.7238391096756,-4.4222624920624245,Calle Carretería,taxi,5,
PLAZ-TAXI-79864,PT-119 SALA PARÍS,36.70499787954097,-4.476423723649933,Calle de la Orotava,taxi,3,
PLAZ-TAXI-1117,PT-48 MIRAFLORES,36.73037161171652,-4.439602601343559,Calle Miraclaveles,taxi,7,
PLAZ-TAXI-1155,PT-83 PASILLO MATADERO (HOTEL GUADALMEDINA),36.71481114254753,-4.426462477167203,Pasillo del Matadero,taxi,4,
PLAZ-TAXI-1100,PT-32 FRIGILIANA,36.69773149121461,-4.447842289254495,Calle Frigiliana,taxi,5,
PLAZ-TAXI-1150,PT-79 LA CIZAÑA,36.6482098602347,-4.474548708395494,Camino Cizaña,taxi,12,
PLAZ-TAXI-1115,PT-46 CAMPANILLAS,36.72314978215947,-4.538111138769644,Calle de Matisse,taxi,4,
PLAZ-TAXI-1148,PT-77 EDIFICIO MULTIPLE,36.71586566093529,-4.436067248528956,Avenida de la Aurora,taxi,3,
PLAZ-TAXI-1091,PT-23 CONSUL,36.72326293025172,-4.483636499745194,Calle Aristófanes,taxi,3,
PLAZ-TAXI-1163,PT-92 CLINICO URGENCIAS,36.71930541316332,-4.4775758087924205,Calle de Demóstenes,taxi,6,
PLAZ-TAXI-1129,PT-59 CHURRIANA,36.66971397192043,-4.5027475754682476,Plaza de la Inmaculada,taxi,5,
PLAZ-TAXI-1069,PT-101 HOTELES LAS VEGAS,36.72158070119387,-4.401905281136325,Paseo de Sancha,taxi,1,
PLAZ-TAXI-1103,PT-35 AMBULATORIO PUERTA BLANCA,36.68822028667846,-4.448874666848423,Avenida de Gregorio Diego,taxi,2,
PLAZ-TAXI-1156,PT-84 TABACALERA,36.69963423405962,-4.43956504006988,Avenida de Sor Teresa Prat,taxi,8,
PLAZ-TAXI-1126,PT-56 CARRANQUE,36.71821889988408,-4.440953868271046,Calle Virgen de la Paloma,taxi,5,
PLAZ-TAXI-1068,PT-100 HOTEL NH,36.71821519739793,-4.426527630731179,Calle San Jacinto,taxi,5,
PLAZ-TAXI-1116,PT-47 FUENTE DE COLORES,36.71965679135923,-4.4603832298492705,Plaza del Pintor Sandro Botticelli,taxi,6,
PLAZ-TAXI-1080,PT-13 ATABAL,36.731310694128176,-4.469837541887554,Avenida de Lope de Vega,taxi,3,
PLAZ-PMR-77785,APARCAPMR_1340,36.7261539,-4.3815639,Paseo Cerrado de Calderón,pmr,1,
PLAZ-PMR-66988,APARCAPMR_412,36.7311801,-4.3968259,Avenida del Mayorazgo,pmr,1,
PLAZ-PMR-67044,APARCAPMR_234,36.7312554,-4.3969177,Avenida del Mayorazgo,pmr,1,
PLAZ-PMR-67061,APARCAPMR_339,36.7220608,-4.3828247,Paseo Cerrado de Calderón,pmr,2,
PLAZ-PMR-81053,APARCAPMR_1239,36.7373616,-4.4241721,Avenida de Guerrero Strachan,pmr,1,
PLAZ-PMR-66711,APARCAPMR_329,36.7203387,-4.440971,Calle Gustavo García Herrera,pmr,2,
PLAZ-PMR-67214,APARCAPMR_355,36.7300328,-4.4156241,Calle Manrique,pmr,2,
PLAZ-PMR-81051,APARCAPMR_1226,36.7299856,-4.3899159,Calle Lingüista Manuel Seco,pmr,1,
PLAZ-PMR-66367,APARCAPMR_853,36.701975,-4.444683,Avenida de la Paloma,pmr,1,
PLAZ-PMR-67126,APARCAPMR_083,36.7324355,-4.4329472,Calle Poetisa Aurora Cánovas,pmr,2,
PLAZ-PMR-67154,APARCAPMR_089,36.7143669,-4.4375586,Calle Asalto,pmr,2,
PLAZ-PMR-66996,APARCAPMR_425,36.7375386,-4.4243681,Avenida de Guerrero Strachan,pmr,1,
PLAZ-PMR-78437,APARCAPMR_1389,36.72237,-4.4343491,Calle Lanuza,pmr,1,
PLAZ-PMR-67069,APARCAPMR_262,36.7346566,-4.4224839,Calle Albéniz,pmr,2,
PLAZ-PMR-79307,APARCAPMR_1422,36.7368314,-4.4177226,Avenida de Manuel Gorría,pmr,1,
PLAZ-PMR-66494,APARCAPMR_691,36.7464836,-4.4159561,Calle Lágrima,pmr,3,
PLAZ-PMR-66415,APARCAPMR_1076,36.736326,-4.415927,Camino Colmenar,pmr,1,
PLAZ-PMR-66690,APARCAPMR_572,36.730518,-4.4197762,Calle Miguel de Unamuno,pmr,3,
PLAZ-PMR-76893,APARCAPMR_698,36.7367326,-4.418397,Avenida de Manuel Gorría,pmr,1,
PLAZ-PMR-66535,APARCAPMR_605,36.7363037,-4.4215398,Avenida de Manuel Gorría,pmr,3,
PLAZ-PMR-67191,APARCAPMR_265,36.7361844,-4.4164395,Avenida de Manuel Gorría,pmr,1,
PLAZ-PMR-66142,APARCAPMR_823,36.735231,-4.41591,Camino Colmenar,pmr,1,
PLAZ-PMR-66259,APARCAPMR_1162,36.7328395,-4.4193571,Calle Doña,pmr,1,
PLAZ-PMR-66849,APARCAPMR_902,36.730244,-4.414954,Calle Cristo de la Epidemia,pmr,1,
PLAZ-PMR-80909,APARCAPMR_549,36.7211881,-4.3609454,Avenida de Juan Sebastián Elcano,pmr,2,
PLAZ-PMR-66944,APARCAPMR_497,36.723284,-4.410536,Camino Gibralfaro,pmr,3,
PLAZ-PMR-81055,APARCAPMR_1260,36.6644597,-4.5001574,Calle Maestro Vicente Lleó,pmr,1,
PLAZ-PMR-67200,APARCAPMR_098,36.7291272,-4.4092593,Calle Conde de Ureña,pmr,2,
PLAZ-PMR-78440,APARCAPMR_1390,36.6642441,-4.5010256,Avenida de San Javier,pmr,1,
PLAZ-PMR-66374,APARCAPMR_938,36.751074,-4.419584,Calle el Copo,pmr,1,
PLAZ-PMR-66591,APARCAPMR_992,36.740899,-4.422003,Calle José Tallavi,pmr,1,
PLAZ-PMR-66636,APARCAPMR_067,36.7390244,-4.4234374,Calle Leoncio Talavera,pmr,1,
PLAZ-PMR-80979,APARCAPMR_278_B,36.7380191,-4.4223694,Calle Alcalde Eduardo Carvajal,pmr,1,
PLAZ-PMR-67071,APARCAPMR_186,36.7493087,-4.4171282,Calle Alcalde Nicolás Maroto,pmr,2,
PLAZ-PMR-66634,APARCAPMR_143,36.7223134,-4.360024,Calle Padre Hidalgo,pmr,1,
PLAZ-PMR-76695,APARCAPMR_1326,36.7223713,-4.3566668,Avenida de Miraflores del Palo,pmr,1,
PLAZ-PMR-66734,APARCAPMR_949,36.722148,-4.365163,Avenida de Juan Sebastián Elcano,pmr,1,
PLAZ-PMR-66862,APARCAPMR_1021,36.720101,-4.356588,Calle Padre Coloma,pmr,1,
PLAZ-PMR-66193,APARCAPMR_736,36.722925,-4.3635356,Calle Marcos Zapata,pmr,1,
PLAZ-PMR-66577,APARCAPMR_1109,36.722962,-4.363768,Calle Marcos Zapata,pmr,1,
PLAZ-PMR-66357,APARCAPMR_865,36.724204,-4.361562,Calle Luis Taboada,pmr,1,
PLAZ-PMR-66606,APARCAPMR_948,36.7219,-4.364007,Avenida de Juan Sebastián Elcano,pmr,1,
PLAZ-PMR-78436,APARCAPMR_1386,36.7244389,-4.3572139,Avenida de Miraflores del Palo,pmr,1,
PLAZ-PMR-66712,APARCAPMR_1235,36.7427467,-4.4155074,Calle Arroyo Aceitero,pmr,1,
PLAZ-PMR-66614,APARCAPMR_1058,36.725328,-4.362277,Calle Álava,pmr,2,
PLAZ-PMR-66684,APARCAPMR_539,36.7237017,-4.3599468,Calle el Palustre,pmr,2,
PLAZ-PMR-66858,APARCAPMR_975,36.725255,-4.360261,Calle Don Diego de Miranda,pmr,1,
PLAZ-PMR-66893,APARCAPMR_599,36.7225004,-4.3640305,Calle Panamá,pmr,2,
PLAZ-PMR-67048,APARCAPMR_313,36.7171631,-4.3487835,Calle Playa del Chanquete,pmr,4,
PLAZ-PMR-66205,APARCAPMR_1084,36.724188,-4.361769,Calle Álava,pmr,2,
PLAZ-PMR-66288,APARCAPMR_817,36.672397,-4.511205,Calle de Alonso de Mudarra,pmr,1,
PLAZ-PMR-66791,APARCAPMR_413,36.7247911,-4.3595767,Calle Don Diego de Miranda,pmr,2,
PLAZ-PMR-67077,APARCAPMR_354,36.7449636,-4.4162102,Calle Moscatel,pmr,2,
PLAZ-PMR-66508,APARCAPMR_518,36.7314026,-4.4152513,Calle Cristo de la Epidemia,pmr,2,
PLAZ-PMR-66435,APARCAPMR_1160,36.7313476,-4.4144358,Calle Fernando el Católico,pmr,1,
PLAZ-PMR-67012,APARCAPMR_448,36.7325409,-4.4154672,Calle Cristo de la Epidemia,pmr,2,
PLAZ-PMR-66161,APARCAPMR_1238,36.7223069,-4.3751798,Avenida de Juan Sebastián Elcano,pmr,1,
PLAZ-PMR-66233,APARCAPMR_787,36.730296,-4.37066,Calle Eucaliptus,pmr,1,
PLAZ-PMR-66518,APARCAPMR_529,36.7157768,-4.4229975,Calle Barroso,pmr,1,
PLAZ-PMR-66261,APARCAPMR_1074,36.749896,-4.418596,Calle Alcalde Joaquín Quiles,pmr,2,
PLAZ-PMR-67070,APARCAPMR_345,36.7496677,-4.4192632,Calle Alcalde Joaquín Quiles,pmr,1,
PLAZ-PMR-66303,APARCAPMR_844,36.749693,-4.419208,Calle Alcalde Joaquín Quiles,pmr,1,
PLAZ-PMR-66536,APARCAPMR_646,36.7495511,-4.4216423,Calle Alcalde Joaquín Quiles,pmr,2,
PLAZ-PMR-66852,APARCAPMR_988,36.741574,-4.421059,Calle Emilio Orejón,pmr,1,
PLAZ-PMR-66826,APARCAPMR_1170,36.7155377,-4.4136196,Paseo de la Farola,pmr,2,
PLAZ-PMR-66827,APARCAPMR_1171,36.7187466,-4.4121109,Paseo de la Farola,pmr,1,
PLAZ-PMR-66537,APARCAPMR_598,36.7492609,-4.4174373,Calle Alcalde Nicolás Maroto,pmr,1,
PLAZ-PMR-66921,APARCAPMR_470,36.7244692,-4.4174118,Calle Frailes,pmr,2,
PLAZ-PMR-78719,APARCAPMR_1391,36.7500547,-4.4245868,Avenida de Jacinto Benavente,pmr,1,
PLAZ-PMR-76027,APARCAPMR_1300,36.7396032,-4.4327119,Calle Deva,pmr,1,
PLAZ-PMR-74585,APARCAPMR_719,36.7263059,-4.4052668,Paseo de Salvador Rueda,pmr,1,
PLAZ-PMR-76286,APARCAPMR_1320,36.7518551,-4.4284408,Avenida de Jane Bowles,pmr,2,
PLAZ-PMR-67119,APARCAPMR_021,36.7393303,-4.4294748,Calle Doctor Salguero Morales,pmr,2,
PLAZ-PMR-80931,APARCAPMR_733,36.7509206,-4.4244862,Avenida de Jacinto Benavente,pmr,2,
PLAZ-PMR-66910,APARCAPMR_433,36.7207111,-4.4118861,Plaza del General Torrijos,pmr,2,
PLAZ-PMR-66918,APARCAPMR_456,36.7296001,-4.4110671,Calle Conde de Ureña,pmr,1,
PLAZ-PMR-66674,APARCAPMR_1178,36.7515345,-4.4201159,Calle Escultor Mariano Benlliure,pmr,2,
PLAZ-PMR-67290,APARCAPMR_078,36.7387284,-4.4321056,Calle Deva,pmr,2,
PLAZ-PMR-67118,APARCAPMR_019,36.7392732,-4.4323236,Calle Deva,pmr,2,
PLAZ-PMR-66181,APARCAPMR_732,36.75141,-4.4196528,Calle el Copo,pmr,2,
PLAZ-PMR-78856,APARCAPMR_1409,36.7501307,-4.4275413,Avenida de Jane Bowles,pmr,1,
PLAZ-PMR-66902,APARCAPMR_667,36.7004339,-4.4434118,Calle José Crooke,pmr,1,
PLAZ-PMR-80921,APARCAPMR_668,36.7006311,-4.4433724,Calle José Crooke,pmr,1,
PLAZ-PMR-66382,APARCAPMR_980,36.706858,-4.433562,Calle Leopoldo Alas 'clarín',pmr,1,
PLAZ-PMR-66900,APARCAPMR_615,36.7307137,-4.4505177,Calle Gerardo Diego,pmr,1,
PLAZ-PMR-66391,APARCAPMR_647,36.703708,-4.4479434,Calle Canónigo Fernández de Ávila,pmr,1,
PLAZ-PMR-66794,APARCAPMR_561,36.7232416,-4.4357125,Calle Eugenio Gross,pmr,2,
PLAZ-PMR-80969,APARCAPMR_815_B,36.7299006,-4.4424654,Avenida de Miraflores de los Ángeles,pmr,4,
PLAZ-PMR-66402,APARCAPMR_945,36.723357,-4.468848,Calle Miguel Carrera,pmr,2,
PLAZ-PMR-67098,APARCAPMR_191,36.7222892,-4.4358245,Calle Eugenio Gross,pmr,1,
PLAZ-PMR-66699,APARCAPMR_978,36.70168,-4.442426,Calle Jacobo Laan,pmr,1,
PLAZ-PMR-66637,APARCAPMR_101,36.7253952,-4.4479728,Calle Encarnación Fontiveros,pmr,4,
